OA,ts0330001,ts0330002,ts0330003
W00000202,306,197,109
W00000203,295,193,102
W00000204,183,124,59
W00000205,137,90,47
W00000206,255,168,87
W00000207,221,138,83
W00000208,409,107,302
W00000209,241,59,182
W00000210,513,129,384
W00000211,114,32,82
W00000212,252,58,194
W00000213,316,158,158
W00000214,340,138,202
W00000215,250,105,145
W00000216,277,106,171
W00000217,292,129,163
W00000218,245,101,144
W00000219,264,92,172
W00000220,377,149,228
W00000221,265,116,149
W00000222,250,119,131
W00000223,288,128,160
W00000224,256,142,114
W00000225,284,159,125
W00000226,314,153,161
W00000227,243,124,119
W00000228,246,49,197
W00000229,344,93,251
W00000230,283,92,191
W00000231,195,149,46
W00000232,222,138,84
W00000233,141,71,70
W00000234,114,83,31
W00000235,328,164,164
W00000236,274,75,199
W00000237,272,51,221
W00000238,263,42,221
W00000239,256,64,192
W00000240,169,45,124
W00000241,232,141,91
W00000242,219,137,82
W00000243,229,128,101
W00000244,245,162,83
W00000245,178,122,56
W00000246,277,173,104
W00000247,306,137,169
W00000248,157,96,61
W00000249,257,124,133
W00000250,134,84,50
W00000251,137,61,76
W00000252,163,65,98
W00000253,165,96,69
W00000254,185,83,102
W00000255,315,167,148
W00000256,246,96,150
W00000257,168,52,116
W00000258,485,190,295
W00000259,284,54,230
W00000260,277,85,192
W00000261,265,139,126
W00000262,328,63,265
W00000263,277,58,219
W00000264,255,60,195
W00000265,259,76,183
W00000266,270,34,236
W00000267,268,44,224
W00000268,232,27,205
W00000269,222,75,147
W00000270,291,45,246
W00000271,294,57,237
W00000272,218,34,184
W00000273,297,35,262
W00000274,180,47,133
W00000275,313,89,224
W00000276,334,52,282
W00000277,314,85,229
W00000278,256,95,161
W00000279,349,83,266
W00000280,313,45,268
W00000281,291,42,249
W00000282,235,49,186
W00000283,277,92,185
W00000284,207,77,130
W00000285,235,106,129
W00000286,292,94,198
W00000287,161,69,92
W00000288,155,82,73
W00000289,310,114,196
W00000290,283,133,150
W00000291,311,176,135
W00000292,283,151,132
W00000293,274,72,202
W00000294,256,37,219
W00000295,206,45,161
W00000296,247,28,219
W00000297,268,33,235
W00000298,333,65,268
W00000299,209,40,169
W00000300,234,66,168
W00000301,294,81,213
W00000302,374,133,241
W00000303,262,68,194
W00000304,337,194,143
W00000305,254,137,117
W00000306,288,136,152
W00000307,348,159,189
W00000308,230,111,119
W00000309,268,121,147
W00000310,301,88,213
W00000311,234,122,112
W00000312,418,110,308
W00000313,247,119,128
W00000314,319,89,230
W00000315,316,80,236
W00000316,289,110,179
W00000317,275,204,71
W00000318,367,266,101
W00000319,255,197,58
W00000322,354,70,284
W00000323,369,50,319
W00000324,325,84,241
W00000325,270,118,152
W00000326,298,85,213
W00000327,233,89,144
W00000328,327,178,149
W00000329,293,164,129
W00000330,584,228,356
W00000331,460,248,212
W00000332,279,118,161
W00000333,236,72,164
W00000334,275,43,232
W00000335,247,94,153
W00000336,238,59,179
W00000337,298,80,218
W00000338,276,110,166
W00000339,297,82,215
W00000340,270,121,149
W00000341,250,106,144
W00000342,253,84,169
W00000343,260,106,154
W00000344,234,88,146
W00000345,169,83,86
W00000346,320,85,235
W00000347,196,93,103
W00000348,372,163,209
W00000349,309,113,196
W00000350,180,78,102
W00000351,230,136,94
W00000352,223,118,105
W00000353,224,161,63
W00000354,285,112,173
W00000355,254,144,110
W00000356,226,120,106
W00000357,464,139,325
W00000358,278,70,208
W00000359,252,77,175
W00000360,269,61,208
W00000362,360,213,147
W00000363,288,81,207
W00000364,278,99,179
W00000365,306,53,253
W00000366,364,79,285
W00000367,338,92,246
W00000368,313,90,223
W00000369,290,92,198
W00000370,255,100,155
W00000371,279,102,177
W00000372,292,164,128
W00000373,261,153,108
W00000374,264,110,154
W00000375,277,135,142
W00000376,238,57,181
W00000377,252,76,176
W00000378,292,62,230
W00000379,318,52,266
W00000380,277,71,206
W00000381,241,53,188
W00000382,200,133,67
W00000383,306,152,154
W00000384,276,105,171
W00000385,174,73,101
W00000386,284,107,177
W00000387,258,130,128
W00000388,272,103,169
W00000389,239,140,99
W00000390,328,180,148
W00000391,208,124,84
W00000392,276,168,108
W00000393,317,232,85
W00000394,336,225,111
W00000395,373,231,142
W00000396,340,224,116
W00000397,266,184,82
W00000398,204,110,94
W00000399,293,83,210
W00000400,208,40,168
W00000401,232,68,164
W00000402,295,101,194
W00000403,126,36,90
W00000404,361,125,236
W00000406,329,154,175
W00000408,279,152,127
W00000409,343,185,158
W00000410,254,69,185
W00000411,227,84,143
W00000412,338,87,251
W00000413,169,67,102
W00000414,287,51,236
W00000415,289,89,200
W00000416,275,97,178
W00000417,241,93,148
W00000418,365,115,250
W00000419,381,128,253
W00000420,351,89,262
W00000421,335,158,177
W00000422,432,85,347
W00000423,263,100,163
W00000424,277,110,167
W00000425,290,87,203
W00000426,215,102,113
W00000427,221,168,53
W00000428,230,156,74
W00000429,222,171,51
W00000430,288,167,121
W00000431,301,120,181
W00000432,258,148,110
W00000433,249,157,92
W00000434,122,45,77
W00000435,335,67,268
W00000436,345,129,216
W00000437,303,58,245
W00000438,200,69,131
W00000439,274,43,231
W00000440,277,26,251
W00000441,297,36,261
W00000442,286,40,246
W00000443,314,54,260
W00000444,330,50,280
W00000445,283,72,211
W00000446,274,32,242
W00000447,330,65,265
W00000448,318,102,216
W00000449,339,49,290
W00000450,357,68,289
W00000451,295,55,240
W00000452,320,52,268
W00000453,380,54,326
W00000454,329,66,263
W00000455,323,85,238
W00000456,302,88,214
W00000457,299,69,230
W00000458,292,98,194
W00000459,326,71,255
W00000460,299,181,118
W00000461,181,92,89
W00000462,342,144,198
W00000463,277,139,138
W00000464,331,164,167
W00000465,293,130,163
W00000466,326,167,159
W00000467,316,163,153
W00000468,471,406,65
W00000469,367,271,96
W00000470,302,209,93
W00000472,305,242,63
W00000473,253,90,163
W00000474,284,66,218
W00000475,336,65,271
W00000476,354,85,269
W00000477,268,39,229
W00000478,218,36,182
W00000479,193,43,150
W00000480,280,48,232
W00000481,393,86,307
W00000482,376,99,277
W00000483,213,69,144
W00000484,206,75,131
W00000485,264,48,216
W00000486,233,54,179
W00000487,208,67,141
W00000488,282,80,202
W00000489,275,89,186
W00000490,317,51,266
W00000491,267,115,152
W00000492,311,51,260
W00000493,210,69,141
W00000494,297,88,209
W00000495,249,45,204
W00000496,343,45,298
W00000497,329,51,278
W00000498,297,45,252
W00000499,352,38,314
W00000500,296,53,243
W00000501,345,55,290
W00000502,544,73,471
W00000503,288,41,247
W00000504,297,65,232
W00000505,297,110,187
W00000506,304,104,200
W00000507,225,65,160
W00000508,420,119,301
W00000509,368,127,241
W00000510,150,59,91
W00000511,275,78,197
W00000512,290,72,218
W00000513,331,67,264
W00000514,244,79,165
W00000515,285,49,236
W00000516,290,85,205
W00000517,221,54,167
W00000518,277,108,169
W00000519,532,228,304
W00000520,358,148,210
W00000521,245,107,138
W00000522,282,131,151
W00000523,256,101,155
W00000524,430,187,243
W00000526,328,52,276
W00000527,242,45,197
W00000528,310,38,272
W00000529,270,48,222
W00000530,309,62,247
W00000531,285,52,233
W00000532,253,46,207
W00000533,270,69,201
W00000534,236,74,162
W00000535,295,62,233
W00000536,253,82,171
W00000537,381,61,320
W00000538,144,68,76
W00000539,276,149,127
W00000540,121,61,60
W00000541,259,108,151
W00000542,180,83,97
W00000543,194,102,92
W00000544,300,81,219
W00000545,237,118,119
W00000546,214,94,120
W00000549,276,82,194
W00000550,237,65,172
W00000551,317,58,259
W00000552,361,129,232
W00000553,242,51,191
W00000554,320,65,255
W00000555,233,67,166
W00000556,325,52,273
W00000557,301,58,243
W00000558,155,76,79
W00000559,228,47,181
W00000560,305,57,248
W00000561,276,102,174
W00000562,252,54,198
W00000563,295,67,228
W00000564,205,75,130
W00000565,160,59,101
W00000566,270,46,224
W00000567,179,44,135
W00000568,238,30,208
W00000569,385,47,338
W00000570,243,37,206
W00000571,282,40,242
W00000572,288,30,258
W00000573,322,47,275
W00000574,268,47,221
W00000575,236,75,161
W00000576,253,114,139
W00000577,271,88,183
W00000578,315,54,261
W00000579,373,112,261
W00000580,324,98,226
W00000581,341,100,241
W00000582,288,74,214
W00000583,300,82,218
W00000584,265,67,198
W00000585,347,69,278
W00000586,310,86,224
W00000587,283,78,205
W00000588,310,120,190
W00000589,218,69,149
W00000590,305,59,246
W00000591,289,63,226
W00000592,255,65,190
W00000593,275,76,199
W00000594,278,71,207
W00000595,339,113,226
W00000596,321,79,242
W00000597,251,101,150
W00000598,297,133,164
W00000599,304,93,211
W00000600,295,41,254
W00000601,287,85,202
W00000602,277,64,213
W00000603,256,170,86
W00000604,149,75,74
W00000605,222,117,105
W00000606,243,164,79
W00000607,232,158,74
W00000608,275,143,132
W00000609,201,154,47
W00000610,265,186,79
W00000611,275,141,134
W00000612,189,133,56
W00000613,307,175,132
W00000614,209,157,52
W00000615,263,140,123
W00000616,240,105,135
W00000617,242,43,199
W00000618,320,58,262
W00000619,268,88,180
W00000620,282,79,203
W00000621,303,65,238
W00000622,446,87,359
W00000623,247,70,177
W00000624,265,74,191
W00000625,331,79,252
W00000626,327,82,245
W00000627,338,192,146
W00000628,302,132,170
W00000629,219,211,8
W00000630,239,216,23
W00000631,214,192,22
W00000632,421,355,66
W00000633,388,328,60
W00000634,179,149,30
W00000635,263,230,33
W00000636,183,167,16
W00000637,265,246,19
W00000638,259,122,137
W00000639,213,145,68
W00000640,210,111,99
W00000641,247,118,129
W00000642,195,100,95
W00000643,303,160,143
W00000644,373,214,159
W00000645,295,173,122
W00000646,357,230,127
W00000647,308,170,138
W00000648,280,173,107
W00000649,382,207,175
W00000650,243,121,122
W00000651,248,134,114
W00000653,278,188,90
W00000655,234,127,107
W00000656,303,160,143
W00000657,341,170,171
W00000658,289,196,93
W00000659,310,190,120
W00000660,331,197,134
W00000661,332,245,87
W00000662,243,174,69
W00000663,262,163,99
W00000664,251,170,81
W00000665,133,99,34
W00000666,285,180,105
W00000667,322,241,81
W00000668,479,329,150
W00000669,299,250,49
W00000670,275,226,49
W00000671,277,233,44
W00000672,330,288,42
W00000673,399,347,52
W00000674,328,277,51
W00000675,294,232,62
W00000676,324,238,86
W00000677,322,253,69
W00000678,272,217,55
W00000679,260,218,42
W00000680,305,265,40
W00000681,263,221,42
W00000682,194,160,34
W00000683,264,158,106
W00000684,329,223,106
W00000685,369,312,57
W00000686,258,183,75
W00000687,228,183,45
W00000688,288,204,84
W00000689,195,152,43
W00000690,362,249,113
W00000691,215,155,60
W00000692,232,173,59
W00000693,375,242,133
W00000694,291,225,66
W00000695,335,223,112
W00000696,228,179,49
W00000697,243,209,34
W00000698,291,227,64
W00000699,308,241,67
W00000700,330,264,66
W00000701,244,201,43
W00000702,284,229,55
W00000703,211,170,41
W00000704,170,143,27
W00000705,258,212,46
W00000706,198,167,31
W00000707,233,191,42
W00000708,258,214,44
W00000709,222,185,37
W00000710,311,122,189
W00000711,247,102,145
W00000712,314,110,204
W00000713,196,103,93
W00000714,290,142,148
W00000715,357,158,199
W00000716,276,112,164
W00000717,325,263,62
W00000718,214,169,45
W00000719,244,189,55
W00000720,307,252,55
W00000721,204,168,36
W00000722,247,208,39
W00000723,229,182,47
W00000724,193,164,29
W00000725,244,200,44
W00000726,300,222,78
W00000727,255,208,47
W00000728,269,203,66
W00000729,385,301,84
W00000730,276,189,87
W00000731,372,170,202
W00000732,263,124,139
W00000733,273,166,107
W00000734,301,136,165
W00000735,298,103,195
W00000736,268,218,50
W00000737,236,179,57
W00000738,293,212,81
W00000739,215,166,49
W00000740,260,215,45
W00000741,346,264,82
W00000742,205,161,44
W00000743,339,264,75
W00000744,227,200,27
W00000745,292,217,75
W00000746,446,307,139
W00000747,338,258,80
W00000748,456,348,108
W00000749,390,312,78
W00000750,221,168,53
W00000752,229,189,40
W00000754,199,165,34
W00000756,190,150,40
W00000757,285,234,51
W00000758,470,334,136
W00000759,282,236,46
W00000760,205,156,49
W00000761,313,256,57
W00000762,215,178,37
W00000765,296,248,48
W00000766,337,280,57
W00000767,294,225,69
W00000768,288,222,66
W00000769,367,301,66
W00000770,330,274,56
W00000771,446,330,116
W00000772,269,211,58
W00000773,283,222,61
W00000774,227,184,43
W00000775,302,224,78
W00000776,405,351,54
W00000777,227,185,42
W00000778,305,242,63
W00000779,251,198,53
W00000780,271,227,44
W00000781,208,173,35
W00000782,343,296,47
W00000783,237,214,23
W00000784,168,145,23
W00000785,233,184,49
W00000786,267,240,27
W00000787,245,212,33
W00000788,239,198,41
W00000789,320,289,31
W00000790,245,198,47
W00000791,236,194,42
W00000792,212,189,23
W00000793,278,97,181
W00000794,285,113,172
W00000795,226,92,134
W00000796,258,109,149
W00000797,322,279,43
W00000798,341,309,32
W00000799,286,248,38
W00000800,558,480,78
W00000801,258,231,27
W00000802,333,299,34
W00000803,280,247,33
W00000804,377,324,53
W00000805,263,227,36
W00000806,263,241,22
W00000807,242,209,33
W00000808,256,243,13
W00000809,299,266,33
W00000810,250,215,35
W00000811,255,234,21
W00000812,243,227,16
W00000813,275,248,27
W00000814,404,356,48
W00000815,261,236,25
W00000816,277,225,52
W00000817,314,261,53
W00000818,232,196,36
W00000819,258,215,43
W00000820,235,170,65
W00000821,258,196,62
W00000822,227,195,32
W00000823,241,211,30
W00000824,225,190,35
W00000825,421,358,63
W00000826,243,213,30
W00000827,260,210,50
W00000828,225,196,29
W00000829,285,227,58
W00000830,242,212,30
W00000831,210,177,33
W00000832,226,173,53
W00000833,268,227,41
W00000834,296,227,69
W00000835,219,191,28
W00000836,222,192,30
W00000837,243,203,40
W00000838,267,205,62
W00000839,247,186,61
W00000840,282,236,46
W00000841,316,269,47
W00000842,311,252,59
W00000843,262,211,51
W00000844,265,215,50
W00000845,235,199,36
W00000846,354,289,65
W00000847,272,212,60
W00000848,262,224,38
W00000849,332,127,205
W00000850,348,180,168
W00000851,381,133,248
W00000852,327,90,237
W00000853,194,155,39
W00000854,457,299,158
W00000855,246,172,74
W00000856,236,166,70
W00000857,233,169,64
W00000858,211,142,69
W00000859,210,104,106
W00000860,274,189,85
W00000861,275,114,161
W00000862,260,105,155
W00000863,337,147,190
W00000864,299,87,212
W00000865,310,159,151
W00000866,288,105,183
W00000867,391,318,73
W00000868,268,190,78
W00000869,316,252,64
W00000870,324,248,76
W00000871,302,232,70
W00000872,409,342,67
W00000873,346,307,39
W00000874,287,229,58
W00000875,376,276,100
W00000876,507,382,125
W00000877,278,207,71
W00000878,292,205,87
W00000880,318,215,103
W00000881,302,219,83
W00000882,211,155,56
W00000883,327,236,91
W00000884,250,199,51
W00000885,256,190,66
W00000886,266,195,71
W00000887,278,211,67
W00000888,335,273,62
W00000889,298,249,49
W00000890,403,317,86
W00000891,285,217,68
W00000892,266,206,60
W00000893,347,275,72
W00000894,283,244,39
W00000895,227,189,38
W00000896,293,247,46
W00000897,224,179,45
W00000898,297,242,55
W00000899,228,200,28
W00000900,174,152,22
W00000901,234,188,46
W00000902,287,216,71
W00000903,349,300,49
W00000904,324,247,77
W00000905,308,257,51
W00000906,278,239,39
W00000907,349,174,175
W00000908,270,131,139
W00000909,278,151,127
W00000910,316,186,130
W00000911,271,157,114
W00000912,267,157,110
W00000913,344,237,107
W00000914,313,224,89
W00000915,276,195,81
W00000916,344,249,95
W00000917,328,203,125
W00000918,463,291,172
W00000919,303,189,114
W00000920,304,226,78
W00000921,294,229,65
W00000922,290,225,65
W00000923,206,174,32
W00000924,224,187,37
W00000925,239,188,51
W00000926,269,209,60
W00000927,318,247,71
W00000928,262,191,71
W00000929,250,199,51
W00000930,220,181,39
W00000931,264,198,66
W00000932,379,280,99
W00000933,270,218,52
W00000934,284,213,71
W00000935,250,182,68
W00000936,226,190,36
W00000937,231,211,20
W00000938,278,202,76
W00000939,269,184,85
W00000940,334,227,107
W00000941,292,216,76
W00000942,311,216,95
W00000943,341,248,93
W00000944,296,207,89
W00000945,323,243,80
W00000946,505,359,146
W00000947,310,250,60
W00000948,425,323,102
W00000949,296,210,86
W00000950,229,195,34
W00000951,302,242,60
W00000953,417,359,58
W00000954,224,175,49
W00000955,299,235,64
W00000956,267,219,48
W00000957,280,236,44
W00000958,240,195,45
W00000959,304,244,60
W00000960,357,314,43
W00000961,476,391,85
W00000962,314,263,51
W00000963,389,326,63
W00000964,390,312,78
W00000965,475,405,70
W00000966,268,223,45
W00000967,266,209,57
W00000968,250,213,37
W00000969,314,242,72
W00000970,297,259,38
W00000971,445,364,81
W00000972,318,257,61
W00000973,298,225,73
W00000974,384,301,83
W00000975,276,214,62
W00000976,330,266,64
W00000977,236,180,56
W00000978,360,336,24
W00000979,307,267,40
W00000980,106,95,11
W00000981,420,355,65
W00000982,207,187,20
W00000983,249,225,24
W00000984,306,276,30
W00000985,270,236,34
W00000986,417,240,177
W00000987,164,103,61
W00000988,278,178,100
W00000989,345,171,174
W00000990,195,165,30
W00000991,292,230,62
W00000992,207,173,34
W00000993,252,204,48
W00000994,272,215,57
W00000995,288,215,73
W00000996,264,208,56
W00000997,230,197,33
W00000998,208,168,40
W00000999,285,239,46
W00001000,275,225,50
W00001001,406,330,76
W00001002,327,274,53
W00001003,246,185,61
W00001004,315,278,37
W00001005,231,194,37
W00001006,275,221,54
W00001007,311,125,186
W00001008,341,103,238
W00001009,235,102,133
W00001010,357,160,197
W00001011,185,56,129
W00001012,383,133,250
W00001013,313,93,220
W00001014,196,64,132
W00001015,255,77,178
W00001016,208,114,94
W00001017,204,164,40
W00001018,266,203,63
W00001019,184,138,46
W00001020,258,223,35
W00001021,219,196,23
W00001022,184,161,23
W00001023,118,86,32
W00001024,258,233,25
W00001025,334,285,49
W00001026,224,106,118
W00001027,271,195,76
W00001028,306,181,125
W00001029,203,131,72
W00001030,221,108,113
W00001031,295,151,144
W00001032,299,161,138
W00001033,377,230,147
W00001034,236,180,56
W00001035,256,181,75
W00001036,249,163,86
W00001037,208,145,63
W00001038,344,254,90
W00001039,331,248,83
W00001040,227,178,49
W00001041,293,178,115
W00001042,377,252,125
W00001043,286,182,104
W00001044,359,231,128
W00001045,276,198,78
W00001046,422,263,159
W00001047,315,172,143
W00001048,337,212,125
W00001049,295,195,100
W00001050,360,215,145
W00001051,335,160,175
W00001052,269,141,128
W00001053,251,142,109
W00001054,242,169,73
W00001055,271,216,55
W00001056,181,145,36
W00001057,352,257,95
W00001058,338,274,64
W00001059,282,210,72
W00001060,210,121,89
W00001061,290,246,44
W00001062,231,169,62
W00001063,234,140,94
W00001064,313,171,142
W00001065,284,187,97
W00001066,283,230,53
W00001067,283,234,49
W00001068,335,290,45
W00001069,254,225,29
W00001070,273,213,60
W00001071,347,282,65
W00001072,301,239,62
W00001074,323,154,169
W00001075,250,144,106
W00001076,452,232,220
W00001077,306,170,136
W00001078,268,149,119
W00001079,318,243,75
W00001080,354,278,76
W00001081,268,206,62
W00001082,120,76,44
W00001083,284,220,64
W00001084,316,246,70
W00001085,367,308,59
W00001086,368,298,70
W00001087,319,220,99
W00001088,255,177,78
W00001089,262,176,86
W00001090,281,185,96
W00001091,306,192,114
W00001092,294,94,200
W00001093,298,152,146
W00001094,284,126,158
W00001095,296,155,141
W00001096,292,212,80
W00001097,344,207,137
W00001098,413,309,104
W00001099,317,235,82
W00001100,403,211,192
W00001101,403,240,163
W00001102,329,223,106
W00001103,220,110,110
W00001104,263,128,135
W00001105,351,216,135
W00001106,371,219,152
W00001107,322,188,134
W00001108,385,175,210
W00001109,272,229,43
W00001110,207,163,44
W00001111,419,321,98
W00001112,269,207,62
W00001113,226,172,54
W00001114,234,209,25
W00001115,324,230,94
W00001116,185,148,37
W00001117,207,169,38
W00001118,288,229,59
W00001119,362,294,68
W00001120,285,252,33
W00001121,248,203,45
W00001122,415,335,80
W00001123,460,258,202
W00001124,300,108,192
W00001125,244,132,112
W00001126,246,147,99
W00001127,223,116,107
W00001128,288,167,121
W00001129,318,254,64
W00001130,316,257,59
W00001131,311,242,69
W00001132,270,219,51
W00001133,367,286,81
W00001134,254,215,39
W00001135,212,185,27
W00001136,283,239,44
W00001137,245,215,30
W00001138,281,239,42
W00001139,302,240,62
W00001140,246,215,31
W00001141,294,266,28
W00001142,245,198,47
W00001143,329,286,43
W00001144,256,221,35
W00001145,210,188,22
W00001146,296,259,37
W00001147,302,246,56
W00001148,283,235,48
W00001149,243,209,34
W00001150,291,229,62
W00001151,262,226,36
W00001152,305,264,41
W00001153,192,164,28
W00001154,313,265,48
W00001155,264,237,27
W00001156,299,257,42
W00001157,263,228,35
W00001158,262,215,47
W00001159,310,259,51
W00001160,270,229,41
W00001161,280,216,64
W00001162,225,208,17
W00001163,204,194,10
W00001164,222,191,31
W00001166,279,230,49
W00001167,248,223,25
W00001168,219,202,17
W00001169,261,218,43
W00001170,252,227,25
W00001171,223,202,21
W00001172,229,205,24
W00001173,525,463,62
W00001174,255,231,24
W00001175,245,210,35
W00001176,317,281,36
W00001177,294,254,40
W00001178,235,214,21
W00001179,207,175,32
W00001180,237,206,31
W00001181,269,225,44
W00001182,249,209,40
W00001183,235,212,23
W00001184,213,181,32
W00001185,335,275,60
W00001186,208,176,32
W00001187,247,207,40
W00001188,181,167,14
W00001189,169,144,25
W00001190,239,210,29
W00001191,284,250,34
W00001192,219,195,24
W00001193,206,180,26
W00001194,286,227,59
W00001195,309,243,66
W00001196,234,190,44
W00001197,215,178,37
W00001198,321,253,68
W00001199,225,184,41
W00001200,214,172,42
W00001201,218,178,40
W00001202,341,288,53
W00001203,488,417,71
W00001204,425,339,86
W00001205,208,178,30
W00001206,221,186,35
W00001207,274,236,38
W00001208,217,183,34
W00001209,204,189,15
W00001210,227,198,29
W00001211,124,111,13
W00001212,550,495,55
W00001213,375,333,42
W00001214,307,257,50
W00001215,421,389,32
W00001216,290,259,31
W00001217,244,224,20
W00001218,220,203,17
W00001219,190,174,16
W00001220,287,255,32
W00001221,251,206,45
W00001222,258,231,27
W00001223,305,254,51
W00001224,282,242,40
W00001225,237,212,25
W00001226,241,192,49
W00001227,244,218,26
W00001228,254,222,32
W00001229,268,232,36
W00001230,251,185,66
W00001231,312,251,61
W00001232,253,220,33
W00001233,203,173,30
W00001234,229,194,35
W00001235,263,220,43
W00001236,337,274,63
W00001237,267,236,31
W00001238,369,304,65
W00001239,336,281,55
W00001240,310,252,58
W00001241,232,208,24
W00001242,305,271,34
W00001243,265,224,41
W00001244,252,218,34
W00001245,248,201,47
W00001246,299,250,49
W00001247,206,186,20
W00001248,204,182,22
W00001249,361,299,62
W00001250,336,281,55
W00001251,232,201,31
W00001252,229,204,25
W00001253,484,398,86
W00001255,293,245,48
W00001256,262,224,38
W00001257,270,237,33
W00001258,296,266,30
W00001259,241,204,37
W00001260,328,273,55
W00001261,302,260,42
W00001262,333,296,37
W00001263,286,262,24
W00001264,289,241,48
W00001265,347,292,55
W00001266,379,334,45
W00001267,334,295,39
W00001268,302,250,52
W00001269,384,326,58
W00001270,277,248,29
W00001271,346,316,30
W00001272,286,265,21
W00001273,322,283,39
W00001274,369,324,45
W00001275,300,269,31
W00001276,354,321,33
W00001277,430,386,44
W00001278,133,116,17
W00001279,312,271,41
W00001280,330,300,30
W00001281,200,179,21
W00001282,200,189,11
W00001283,419,380,39
W00001284,319,286,33
W00001285,256,227,29
W00001286,366,335,31
W00001287,458,400,58
W00001288,357,321,36
W00001289,324,281,43
W00001290,301,263,38
W00001291,392,348,44
W00001292,167,152,15
